0,1,2,3,4,5,6
0.730751566,0.6104205,0.6215926,0.5717567,0.5705297,0.5345273,0.58526003
0.838047261,0.6576275,0.3640651,0.72970206,0.7071017,0.6481897,0.7899765
0.428353331,0.43305635,0.2629896,0.51293063,0.50636464,0.42652136,0.5028374
0.139681358,0.23024839,0.20710674,0.22766095,0.22069085,0.17469943,0.22478685
0.021413968,0.1282653,0.12497653,0.070030466,0.08733751,0.038127534,-0.005494408
0.014671058,0.12685126,0.06956657,0.025981456,0.051356867,0.013912136,-0.002207212
0.003211772,0.046534114,0.083059594,0.032998547,0.022829326,0.006620351,0.006029459
0.001634019,-0.018026434,0.10441456,0.042765252,0.021911914,-0.005387941,0.00342395
0.003297153,-0.00083407,0.13755359,0.003373412,-0.011717733,-0.010635888,0.010788178
0.007796691,-0.017810233,0.16709295,-0.014597137,-0.001609173,-0.008848673,0.013845986
0.011839105,0.13679723,0.35578516,0.055538297,0.070218235,0.034370914,0.01491316
0.422357199,0.42607048,0.71921897,0.27903044,0.26733503,0.3327419,0.34969792
0.606166763,0.6142991,0.6494115,0.6035101,0.58798194,0.50689244,0.59916127
0.755312388,0.6204496,0.42689532,0.73810524,0.7283574,0.60446113,0.7863164
0.350345789,0.45497176,0.24964748,0.485784,0.52120304,0.37512857,0.44688076
0.164771552,0.32343063,0.21389872,0.21437958,0.20906913,0.20461747,0.21512121
0.011931182,0.21341902,0.15429032,0.066099696,0.09529063,0.06990011,-0.014242232
