Date,PRECP,TMAX,TMIN,DISCH
9/16/1991,1.41,20.96,14.47,62.657
9/17/1991,1.09,21.57,14.62,58.062
9/18/1991,0.89,21.57,14.68,57.246
9/19/1991,0.67,21.26,14.8,42.895
9/20/1991,1.27,21.69,14.22,69.219
9/21/1991,3.87,21.51,14.94,28.971
9/22/1991,11.76,20.19,14.51,60.545
9/23/1991,0.08,21.28,13.4,39.145
9/24/1991,3.46,21.49,14.48,53.259
9/25/1991,2.08,19.62,15.29,88.408
9/26/1991,0.32,21.34,13.67,63.512
9/27/1991,0.03,21.18,13.12,36.531
9/28/1991,0.09,20.96,12.75,31.29
9/29/1991,0.37,21.33,12.01,30.701
9/30/1991,0.17,21.62,13.07,27.569
10/1/1991,1.39,22.05,13.44,25.667
10/2/1991,0.19,22.06,14.4,25.667
10/3/1991,1.31,20.9,15.26,50.939
10/4/1991,0.93,20.83,14.63,26.745
10/5/1991,18.68,20.31,14.32,44.304
10/6/1991,8.23,20.71,14.29,41.511
10/7/1991,0.19,21.37,13.33,59.711
10/8/1991,0,21.15,11.8,15.54
10/9/1991,0.01,21.33,12.9,46.462
10/10/1991,0.01,21.19,13.55,28.687
10/11/1991,0,20.48,13.75,14.142
10/12/1991,0,20.51,11.17,26.203
10/13/1991,0,20.94,10.31,34.632
10/14/1991,0,20.76,10.16,21.104
10/15/1991,0,20.7,10.69,24.353
10/16/1991,0,20.96,11.45,11.204
10/17/1991,0,20.72,10.88,11.552
10/18/1991,0,20.58,11.43,8.034
10/19/1991,0.01,20.65,10.36,39.479
10/20/1991,0,20.55,10.94,19.687
10/21/1991,0,20.06,11.28,25.934
10/22/1991,0.01,19.86,10.59,28.971
10/23/1991,0,20.94,9.83,14.337
10/24/1991,0.1,20.87,10.12,12.628
10/25/1991,0.04,20.71,10.9,18.772
10/26/1991,0,20.48,10.85,11.905
10/27/1991,0.04,20.75,10.12,7.466
10/28/1991,0,20.9,10.84,11.204
10/29/1991,0,21.37,10.63,17.659
10/30/1991,0,21.99,12.14,6.395
10/31/1991,0,22,12.3,4.302
11/1/1991,0,21.79,11.04,4.952
11/2/1991,0.01,21.86,11.79,14.337
11/3/1991,0.09,21.51,13.08,4.199
11/4/1991,0.82,22.05,13.48,8.474
11/5/1991,2.39,22.15,13.33,14.534
11/6/1991,0.62,22.68,12.88,6.141
11/7/1991,0.01,22.4,13.21,6.655
11/8/1991,0.01,21.69,12.85,4.302
11/9/1991,0.01,21.51,12.6,3.701
11/10/1991,0,21.75,12.33,7.747
11/11/1991,0,22.3,11.58,5.294
11/12/1991,0,22.21,10.94,2.179
11/13/1991,0,22.15,10.33,6.655
11/14/1991,0,22.44,10.26,7.606
11/15/1991,0,22.99,10.37,2.403
11/16/1991,0,22.43,11.26,1.636
11/17/1991,0,21.99,11.27,2.252
11/18/1991,0,22.77,10.94,5.294
11/19/1991,0.12,23.08,12.5,3.797
11/20/1991,0.65,22.32,12.91,2.403
11/21/1991,0.27,22.54,15.01,1.228
11/22/1991,1.27,23.22,14.66,1.897
11/23/1991,5.66,22.61,13.86,2.972
11/24/1991,4.79,22.49,14.13,1.513
11/25/1991,0.07,22.4,12.32,6.655
11/26/1991,0,21.96,11.43,3.511
11/27/1991,0,22.29,11.6,2.887
11/28/1991,0,22.27,11.65,4.952
11/29/1991,0,22.25,13.21,2.639
11/30/1991,0,23.37,13.02,2.035
12/1/1991,0,23.19,13.19,4.952
12/2/1991,0.09,22.4,11.74,3.896
12/3/1991,0.48,23,14.08,1.764
12/4/1991,0.14,22.52,14.71,2.803
12/5/1991,0.14,22.62,14.08,5.064
12/6/1991,0.09,23.77,14.19,3.701
12/7/1991,0.05,23.03,14.58,5.064
12/8/1991,0,24.48,13.64,5.411
12/9/1991,0.11,24.05,12.42,5.294
12/10/1991,0.19,23.89,12.02,3.701
12/11/1991,0,23.64,12.23,4.73
12/12/1991,0,23.93,11.86,1.574
12/13/1991,0,23.65,10.24,6.141
12/14/1991,0.02,22.88,12.07,4.407
12/15/1991,0.17,22.87,10.8,5.411
12/16/1991,2.54,22.57,10.87,4.513
12/17/1991,0.06,22.61,11.51,4.73
12/18/1991,0,22.62,12.22,4.513
12/19/1991,0.01,23.21,12.8,6.141
12/20/1991,0.27,23.12,12.4,6.786
12/21/1991,0.31,22.07,13.87,6.141
12/22/1991,0.04,21.28,12.93,6.395
12/23/1991,0,21.08,12.57,5.892
12/24/1991,0,23.07,13.21,5.529
12/25/1991,0,23.27,12.63,5.411
12/26/1991,0,23.42,11.54,5.294
12/27/1991,0,23.45,11.13,4.513
12/28/1991,0,23.72,10.83,5.649
12/29/1991,0,23.97,10.19,5.179
12/30/1991,0,23.72,8.63,4.513
12/31/1991,0,23.83,10.19,4.302
1/1/1992,0,21,5.5,4.096
1/2/1992,0,21.2,6.8,3.896
1/3/1992,0,22,5.6,3.701
1/4/1992,0,21,6,3.511
1/5/1992,0,21.5,7.5,3.511
1/6/1992,0,21.5,6.8,3.511
1/7/1992,0,18.9,8,3.511
1/8/1992,0,20.5,7.2,3.511
1/9/1992,0,20,6.5,3.326
1/10/1992,0,21,9.6,3.326
1/11/1992,0,19.5,7.4,3.146
1/12/1992,0,20.5,6.2,3.146
1/13/1992,0,22,8.4,3.146
1/14/1992,0,21.6,9.5,3.059
1/15/1992,0,20.6,10.5,3.146
1/16/1992,0,21.9,9.4,2.972
1/17/1992,0.5,22.5,9.4,2.972
1/18/1992,0,21.2,9.5,2.972
1/19/1992,0,22.5,9.4,2.972
1/20/1992,0,22.5,9.4,2.803
1/21/1992,0,21.7,10.4,2.639
1/22/1992,0,22,10.8,2.72
1/23/1992,0,23.6,8.5,2.639
1/24/1992,0,22.5,8,2.639
1/25/1992,0,21.2,7,2.559
1/26/1992,0,22.4,7,2.559
1/27/1992,0,22,7.8,2.481
1/28/1992,0,22.3,10,2.481
1/29/1992,0,23.2,8.8,2.481
1/30/1992,0,22.8,9.6,2.481
1/31/1992,0,24,9.3,2.481
2/1/1992,0,22.3,8.4,2.481
2/2/1992,0,22,8.5,2.403
2/3/1992,0,22,9.5,2.403
2/4/1992,0,22.2,9.2,2.327
2/5/1992,0,21.5,9.6,2.327
2/6/1992,0,22.5,7.9,2.327
2/7/1992,0,23.2,8.5,2.327
2/8/1992,0,22,9.8,2.327
2/9/1992,0,22,6.7,2.179
2/10/1992,0,22.5,6.5,2.252
2/11/1992,0,21.2,7,2.179
2/12/1992,0,22.5,5.6,2.179
2/13/1992,0,22.6,7.5,2.035
2/14/1992,0,22,9,2.035
2/15/1992,0,22,9.4,2.035
2/16/1992,0,23.2,9.6,1.897
2/17/1992,0,23,8.5,2.106
2/18/1992,0,23,7.5,1.897
2/19/1992,0,23.7,9.2,1.897
2/20/1992,0,25,9.5,1.897
2/21/1992,0,24.2,10,1.897
2/22/1992,0,23.2,9.5,1.897
2/23/1992,0,24.2,10.4,1.897
2/24/1992,0,24.4,10.6,1.83
2/25/1992,0,24.9,10.6,1.764
2/26/1992,0,24.2,9.4,1.764
2/27/1992,0,24,9.6,1.764
2/28/1992,0,23.2,9,1.764
2/29/1992,0,24.5,10.4,1.764
3/1/1992,0,23,9.6,1.764
3/2/1992,0,23.2,7,1.764
3/3/1992,0,23.6,7,6.655
3/4/1992,0,24.3,8,14.534
3/5/1992,0,24.5,8,14.337
3/6/1992,0,24.8,9.4,14.932
3/7/1992,0.8,24.9,9.8,1.636
3/8/1992,0.5,25.2,10,1.636
3/9/1992,0,26,10.5,1.513
3/10/1992,0,24.6,11.5,1.396
3/11/1992,0,25,11.4,1.396
3/12/1992,0,26.6,13.4,1.513
3/13/1992,0.4,27,12,1.513
3/14/1992,0,25,14.2,1.396
3/15/1992,6.8,25,13.5,1.283
3/16/1992,2.4,24.5,10.5,1.338
3/17/1992,0,22,12,1.396
3/18/1992,0.3,18.5,12,1.396
3/19/1992,0,21,10.4,1.283
3/20/1992,0.2,24,10.5,1.175
3/21/1992,0.9,25,10.8,1.123
3/22/1992,0,24.5,11,1.283
3/23/1992,0,24.6,11.5,1.283
3/24/1992,0,26.6,12.5,1.283
3/25/1992,0,27.2,11.8,1.072
3/26/1992,0,26.7,11.7,1.123
3/27/1992,0,27,11.4,1.072
3/28/1992,0,26.7,14.4,1.072
3/29/1992,0,26.4,11.5,1.072
3/30/1992,0,25.5,12.6,0.974
3/31/1992,0.5,25.5,11.9,0.974
4/1/1992,12.8,23.6,13,0.974
4/2/1992,0,24.5,12,1.072
4/3/1992,0,25.5,11,0.974
4/4/1992,0,24.5,11,0.881
4/5/1992,0,24,10,0.881
4/6/1992,0,24,9,0.836
4/7/1992,0,24.4,9.5,0.793
4/8/1992,0,24.6,10.5,0.927
4/9/1992,0,25.3,12.6,0.836
4/10/1992,0,25.7,11,0.709
4/11/1992,0,25.2,11.6,0.709
4/12/1992,0,26.7,10.8,0.793
4/13/1992,0,26.2,11.8,0.709
4/14/1992,0,27,13.5,0.793
4/15/1992,0,25.6,13,0.881
4/16/1992,0,24,12,1.072
4/17/1992,1.3,25.2,11,1.228
4/18/1992,0,21.5,10.5,1.072
4/19/1992,2.8,23,12,1.072
4/20/1992,0,24.5,11.5,1.283
4/21/1992,0,24.4,11.5,0.974
4/22/1992,0,26.2,10.5,0.836
4/23/1992,0,25,12.7,0.631
4/24/1992,34.9,21.4,12.5,0.557
4/25/1992,11.3,27.2,10,0.631
4/26/1992,10.6,18.2,11.6,0.557
4/27/1992,10,19.6,10.2,0.557
4/28/1992,13.7,22.5,12,0.631
4/29/1992,0.6,22,10,0.709
4/30/1992,0.8,22,12.5,0.67
5/1/1992,0,23.6,11,0.631
5/2/1992,0,24.5,11.6,0.631
5/3/1992,0,25.2,10.6,1.764
5/4/1992,0,25,14.6,0.927
5/5/1992,4.1,23.6,11.6,0.793
5/6/1992,0,23.6,10.5,0.793
5/7/1992,0.5,24,12.6,0.751
5/8/1992,0.9,22.6,11.5,0.974
5/9/1992,3.9,21.5,12,0.974
5/10/1992,14.1,23,11.5,1.175
5/11/1992,10.2,20.5,9.9,5.411
5/12/1992,0,22,11.8,8.927
5/13/1992,0,22.5,10.5,5.179
5/14/1992,0,23.2,10.2,2.106
5/15/1992,0,23.8,12,1.513
5/16/1992,0,23,11.6,3.326
5/17/1992,0,24,11.2,6.395
5/18/1992,0,23.7,11.5,4.952
5/19/1992,4,23.6,10.5,3.326
5/20/1992,0,22.5,11.4,2.481
5/21/1992,0,23.7,10.5,1.574
5/22/1992,0,23.4,11.8,0.974
5/23/1992,0.9,24.2,10.5,0.557
5/24/1992,0,23,10,0.489
5/25/1992,0,24.4,12,0.456
5/26/1992,0,23.5,10.8,0.365
5/27/1992,0,24.5,11.5,0.394
5/28/1992,0,24,11,0.365
5/29/1992,0,25.2,11,0.365
5/30/1992,0,24.5,9.8,0.365
5/31/1992,0,24.8,12,0.31
6/1/1992,0,23.8,10,0.31
6/2/1992,16.4,24,10.6,0.31
6/3/1992,0,23.2,10,0.709
6/4/1992,0,24,11,1.513
6/5/1992,0,23.2,10,0.836
6/6/1992,3.1,24,11.4,0.557
6/7/1992,1,23.2,9.5,0.522
6/8/1992,18.7,22,11.8,0.489
6/9/1992,1.2,22,9.5,3.605
6/10/1992,0.2,22.5,10,3.418
6/11/1992,0,23.5,9.4,0.881
6/12/1992,0,23.2,10.7,0.594
6/13/1992,0.9,22.5,11.2,0.557
6/14/1992,0,23.7,10.4,0.594
6/15/1992,0,24,10,0.631
6/16/1992,0.5,23.2,11,0.631
6/17/1992,0.9,23,11.5,1.897
6/18/1992,0,23,10.2,2.252
6/19/1992,1.5,24.4,10.4,4.199
6/20/1992,0.4,22.6,11,2.179
6/21/1992,0,24.6,11.3,1.897
6/22/1992,0,25.6,10.6,0.881
6/23/1992,0,24,10,0.974
6/24/1992,2.4,24,11,1.396
6/25/1992,0,23.2,11.2,0.631
6/26/1992,4.6,22,11.4,0.557
6/27/1992,2.6,22,12,0.709
6/28/1992,35.5,19.5,10.8,0.974
6/29/1992,15.8,22.2,9,8.179
6/30/1992,10.2,19,8.2,19.227
7/1/1992,14.9,19.7,9.5,8.179
7/2/1992,0,20.7,9.2,24.094
7/3/1992,6.6,20.4,10.5,12.998
7/4/1992,2.5,20.9,10,34.945
7/5/1992,11.2,20,10,20.154
7/6/1992,3.1,19.5,9.2,41.855
7/7/1992,0.4,21.2,9.3,27.293
7/8/1992,2.6,21.5,10.8,59.711
7/9/1992,9.3,19.5,11.4,14.534
7/10/1992,26.8,19.2,10.4,23.581
7/11/1992,10.6,20.4,7.6,66.993
7/12/1992,3,20.3,10.2,30.118
7/13/1992,1.5,19.6,11.5,19.687
7/14/1992,2.4,20,9,28.971
7/15/1992,5.8,18.4,9,34.945
7/16/1992,22.6,15.8,9.8,12.084
7/17/1992,10.1,17.4,10,57.246
7/18/1992,10.1,17.7,10,33.396
7/19/1992,25.7,18.5,10,38.813
7/20/1992,22.1,18,10,38.483
7/21/1992,0.5,16.2,9.5,35.259
7/22/1992,28.6,18,10.6,22.078
7/23/1992,13.3,16.6,10,50.178
7/24/1992,1.5,17,10.3,39.814
7/25/1992,0.7,17.6,9.1,38.483
7/26/1992,8.2,18.2,10,43.95
7/27/1992,33.7,18.2,10,33.703
7/28/1992,21.8,15.6,10.2,173.813
7/29/1992,7.7,16,10.5,114.125
7/30/1992,8.9,16.2,10.5,76.599
7/31/1992,14.3,17.8,10.3,67.879
8/1/1992,6.3,16.6,10,82.392
8/2/1992,6.6,18,9.5,103.313
8/3/1992,14.6,15.5,9.6,101.109
8/4/1992,27.7,16.8,10.5,87.389
8/5/1992,12,17.6,8.8,225.399
8/6/1992,9.4,19,9.5,135.526
8/7/1992,11.7,17,11.2,166.608
8/8/1992,0.8,15.6,9.6,232.132
8/9/1992,2.6,18.8,10.5,107.23
8/10/1992,11.2,17,11.5,104.425
8/11/1992,33.9,15.6,11.6,110.649
8/12/1992,8.4,14.2,11,315.089
8/13/1992,21.7,18.4,10.5,311.119
8/14/1992,31.6,16.7,10.8,298.399
8/15/1992,11.8,15.2,10,338.431
8/16/1992,8.6,17,9.8,227.073
8/17/1992,32.3,18,11,245.909
8/18/1992,9,18.8,10.2,245.909
8/19/1992,7.2,18.5,11.2,142.653
8/20/1992,10.5,17.1,10.3,120.042
8/21/1992,7.6,17.2,11,125.503
8/22/1992,4,16.4,10.2,128.592
8/23/1992,9.6,16.4,11,123.06
8/24/1992,20.8,19,8.6,99.472
8/25/1992,4.4,18.5,10.2,130.464
8/26/1992,0.1,20.2,11.4,90.462
8/27/1992,15.5,19.8,12.5,83.379
8/28/1992,4.5,18.4,9,103.868
8/29/1992,12,18.5,10,105.542
8/30/1992,8.6,17.5,9.6,131.72
8/31/1992,0.5,17.5,10.4,118.25
9/1/1992,0.4,16.2,10.5,95.708
9/2/1992,0,18.6,8.4,95.176
9/3/1992,0,19.6,9.5,68.324
9/4/1992,10.8,19.6,9.3,49.422
9/5/1992,12,18,9,67.435
9/6/1992,21,18.5,8.8,78.505
9/7/1992,0,17.2,9.8,81.411
9/8/1992,12,18.6,9.4,66.553
9/9/1992,1,19,8.8,90.462
9/10/1992,0,19.5,8.6,80.436
9/11/1992,0,19.5,10,92.542
9/12/1992,0,19.2,8.8,76.599
9/13/1992,0,19.8,9.2,49.422
9/14/1992,0,18.7,8.2,72.86
9/15/1992,0,19.5,9.2,56.034
9/16/1992,8.6,19.3,8.8,43.95
9/17/1992,28.2,18.6,9.2,129.214
9/18/1992,12,17,8.2,81.411
9/19/1992,8.9,16.5,9.4,160.262
9/20/1992,1.6,18.6,9.5,115.883
9/21/1992,0,18.7,8.4,95.708
9/22/1992,0.7,18.8,10.4,64.806
9/23/1992,0,20,8.6,56.034
9/24/1992,0.2,19.5,8.2,48.673
9/25/1992,0.3,19.8,8.5,46.098
9/26/1992,0.3,19.2,8.6,45.736
9/27/1992,0,20.2,8.2,36.211
9/28/1992,0,19.5,10.6,33.396
9/29/1992,0,20.2,8,30.995
9/30/1992,6.6,18,8.5,30.701
10/1/1992,,,,26.745
10/2/1992,,,,27.293
10/3/1992,,,,25.401
10/4/1992,,,,47.193
10/5/1992,,,,52.092
10/6/1992,,,,27.293
10/7/1992,,,,45.017
10/8/1992,,,,47.193
10/9/1992,,,,37.5
10/10/1992,,,,34.945
10/11/1992,,,,38.154
10/12/1992,,,,35.575
10/13/1992,,,,38.483
10/14/1992,,,,41.511
10/15/1992,,,,34.945
10/16/1992,,,,44.304
10/17/1992,,,,56.437
10/18/1992,,,,65.676
10/19/1992,,,,46.462
10/20/1992,,,,49.422
10/21/1992,,,,63.942
10/22/1992,,,,52.092
10/23/1992,,,,89.946
10/24/1992,,,,94.646
10/25/1992,,,,67.879
10/26/1992,,,,81.411
10/27/1992,,,,61.385
10/28/1992,,,,146.621
10/29/1992,,,,34.945
10/30/1992,,,,30.701
10/31/1992,,,,26.203
11/1/1992,0,20.2,7.6,23.837
11/2/1992,0,19,9.5,23.327
11/3/1992,0.4,19,8,21.588
11/4/1992,0,19,10.2,19.456
11/5/1992,0,19.6,7,18.998
11/6/1992,0,18,7.8,18.546
11/7/1992,22.1,19.5,8,17.008
11/8/1992,0,19,8,23.074
11/9/1992,11.4,19.5,8.6,18.998
11/10/1992,3.3,19.2,9.4,20.626
11/11/1992,11.1,15,9.5,22.078
11/12/1992,8.6,18.5,8,19.687
11/13/1992,0,19.5,8,19.687
11/14/1992,0,19.8,7.8,15.54
11/15/1992,0,19.8,7.3,14.337
11/16/1992,0,20.1,7.8,13.374
11/17/1992,0,21.2,7.6,12.628
11/18/1992,0,20.4,6.4,11.905
11/19/1992,0,20,7,11.204
11/20/1992,0,20,6.5,10.526
11/21/1992,0,20.2,6.7,10.195
11/22/1992,0,20,6.4,9.87
11/23/1992,0,20.5,8,9.55
11/24/1992,0,19.5,8.6,9.236
11/25/1992,0,19.2,8,8.927
11/26/1992,0,17,7.5,8.624
11/27/1992,0,17.8,7.5,8.624
11/28/1992,3.6,17.3,8,8.179
11/29/1992,0,17,10,9.55
11/30/1992,0,18.6,8.4,8.624
12/1/1992,0,20,8.2,8.179
12/2/1992,0,20.5,8,7.747
12/3/1992,0,20,7.5,28.405
12/4/1992,0,21.5,6.5,7.19
12/5/1992,2.1,20.2,7.9,6.919
12/6/1992,0,20.4,9.2,6.655
12/7/1992,0,21,7.5,8.034
12/8/1992,0,20.5,8,7.466
12/9/1992,0,21.2,8.5,7.19
12/10/1992,0,20.5,8,6.524
12/11/1992,0,20.5,8,5.892
12/12/1992,0,21,8.2,5.892
12/13/1992,0,21.2,7,5.649
12/14/1992,0,21,8.2,5.411
12/15/1992,0,21.2,7,5.179
12/16/1992,0,21.5,7.6,5.179
12/17/1992,0,23,7.2,5.064
12/18/1992,0,20.4,8,4.952
12/19/1992,0,21.4,7,5.529
12/20/1992,0,20,8.6,4.84
12/21/1992,0,20.2,6,4.73
12/22/1992,0,19.5,8,4.513
12/23/1992,0,20,7.4,4.302
12/24/1992,0,20,8,4.302
12/25/1992,0,20.5,7,4.096
12/26/1992,0,20.5,6.5,3.995
12/27/1992,0,22.4,7.2,3.701
12/28/1992,0.8,20.6,8.5,3.701
12/29/1992,0,21,7.7,5.411
12/30/1992,3,21.2,7.2,6.524
12/31/1992,0,21.4,7.5,5.179
1/1/1993,0,21.6,6.5,4.621
1/2/1993,0,22,9.5,3.995
1/3/1993,0,21.5,8,3.797
1/4/1993,0,21.4,6.4,3.605
1/5/1993,0,22,10.5,3.511
1/6/1993,0,23,8.4,3.418
1/7/1993,0,22,8.5,3.326
1/8/1993,0,21.9,10,3.146
1/9/1993,0,21.7,8.7,3.059
1/10/1993,0,21.4,7.7,2.972
1/11/1993,0.5,22,9,2.803
1/12/1993,0.3,20.5,9.5,2.803
1/13/1993,0,20.4,7,2.972
1/14/1993,0,21.2,6,3.059
1/15/1993,0,21.6,5.2,2.803
1/16/1993,0,20,4.4,2.639
1/17/1993,0,,4.5,2.559
1/18/1993,0,,5.2,2.403
1/19/1993,0,,5,2.252
1/20/1993,0,,5.1,2.252
1/21/1993,0,,4.5,2.252
1/22/1993,0,,5.4,2.106
1/23/1993,0,,6.8,2.106
1/24/1993,0,,8.2,2.106
1/25/1993,0,,5.8,1.966
1/26/1993,0,,5,1.966
1/27/1993,0,,6.8,1.966
1/28/1993,0,,7.5,1.966
1/29/1993,0,,6.2,1.897
1/30/1993,0,,8.4,1.764
1/31/1993,0,,9.8,1.7
2/1/1993,0,,5.8,1.7
2/2/1993,0,,8.6,1.636
2/3/1993,0,,6,1.636
2/4/1993,0,,7,1.636
2/5/1993,0,,6.1,1.636
2/6/1993,0,,6.6,1.574
2/7/1993,0,,5.5,1.513
2/8/1993,0,,5,1.513
2/9/1993,0,,5.5,1.396
2/10/1993,0,,6.6,1.338
2/11/1993,0,,6,1.338
2/12/1993,0,,9.8,1.283
2/13/1993,0,,9.6,1.283
2/14/1993,0,,9.5,1.283
2/15/1993,0,,8.2,1.338
2/16/1993,0,,8.4,1.338
2/17/1993,0,,10.5,1.338
2/18/1993,0,,9.6,1.283
2/19/1993,0,,9,1.228
2/20/1993,0,,8.6,1.228
2/21/1993,0,,9.6,1.175
2/22/1993,0,,9.6,1.072
2/23/1993,0.2,,9.5,1.022
2/24/1993,0,,10,1.022
2/25/1993,1.8,,9.6,0.974
2/26/1993,0,,9.5,0.974
2/27/1993,0,,8.6,0.974
2/28/1993,0,,9.4,0.927
3/1/1993,0,,10.2,0.881
3/2/1993,0,,9,0.836
3/3/1993,0,,9.2,0.793
3/4/1993,0,,8.4,0.709
3/5/1993,0,24,10.5,0.631
3/6/1993,0,24.2,10.2,0.594
3/7/1993,0,25,10.6,0.594
3/8/1993,0,25.1,9.9,0.594
3/9/1993,0,24.5,10.5,0.594
3/10/1993,0,24,10.4,0.594
3/11/1993,0,25.2,8.6,0.594
3/12/1993,15.4,24.1,8.8,0.594
3/13/1993,0,24.2,9.5,0.594
3/14/1993,24.2,24,9.6,0.594
3/15/1993,0,24.4,8.5,0.594
3/16/1993,0,24.5,10.6,1.396
3/17/1993,0,24.6,10,0.793
3/18/1993,0,23,10.2,0.67
3/19/1993,0,21.4,10.2,0.557
3/20/1993,8.9,23.5,10,0.557
3/21/1993,0.5,21.6,8.5,0.557
3/22/1993,1,20.6,11,0.557
3/23/1993,0,23.6,9.6,0.557
3/24/1993,7,22.7,9.4,0.557
3/25/1993,0,23.1,9.2,0.557
3/26/1993,2.6,21.2,9.4,0.557
3/27/1993,0.5,21.7,10.5,0.594
3/28/1993,1.2,21,11.5,0.751
3/29/1993,1,18.7,11.6,1.338
3/30/1993,10.7,22,9.5,1.123
3/31/1993,13.3,21.6,10,0.751
4/1/1993,2.7,21.7,10,0.793
4/2/1993,1,21.6,11.3,1.022
4/3/1993,0,21.5,11,1.7
4/4/1993,0,23.5,11.2,1.396
4/5/1993,0,23,11,0.793
4/6/1993,0,22.5,12.5,0.594
4/7/1993,0.2,23,11.2,0.557
4/8/1993,0,22.1,12,0.489
4/9/1993,1.3,21.7,10.6,0.489
4/10/1993,0.5,21,11.5,0.927
4/11/1993,0,21,11.6,0.751
4/12/1993,4.6,24,12,0.709
4/13/1993,14.6,21,11,1.175
4/14/1993,0,22.6,9.2,0.927
4/15/1993,0,22.4,9.1,0.974
4/16/1993,3.9,20.7,12,0.67
4/17/1993,18.5,18.5,10,0.557
4/18/1993,0,21.5,9,0.709
4/19/1993,0,22,10.2,0.836
4/20/1993,0.8,22.5,9.8,0.793
4/21/1993,0.4,23.5,11.5,0.557
4/22/1993,6.1,23,13,0.456
4/23/1993,10.2,20.6,11.5,1.396
4/24/1993,0,22.4,10.4,1.636
4/25/1993,1.2,21.4,10.5,1.283
4/26/1993,11.2,21.3,11.5,0.836
4/27/1993,2.6,20.5,10.5,0.557
4/28/1993,0,21.7,10,2.179
4/29/1993,0,23.5,9,1.175
4/30/1993,0,23.6,10,0.631
5/1/1993,0,24,11,0.489
5/2/1993,0,24.2,10.6,0.456
5/3/1993,0,24.6,11.2,0.456
5/4/1993,0,26,11.6,0.456
5/5/1993,0,24.7,11,0.425
5/6/1993,0.5,24.1,12.2,0.425
5/7/1993,0,25,12,0.394
5/8/1993,0,24,11,0.394
5/9/1993,0,24.6,13.5,0.394
5/10/1993,2.8,23,13,0.394
5/11/1993,23.7,21,11.5,0.394
5/12/1993,0.1,21.2,10.6,0.425
5/13/1993,0,21.5,11,0.489
5/14/1993,7.1,20,10,0.557
5/15/1993,26.8,21,10.2,0.594
5/16/1993,26.7,18,9.6,2.327
5/17/1993,34.3,21,10,2.403
5/18/1993,0.2,21,7.5,7.054
5/19/1993,5.7,21,9.7,3.896
5/20/1993,5.9,20.5,9.2,3.701
5/21/1993,15.4,21.5,10.2,5.685
5/22/1993,0.5,18.6,10.1,2.803
5/23/1993,0,21.5,9,8.474
5/24/1993,1.5,23.5,12,4.199
5/25/1993,0,22,10,2.327
5/26/1993,12.4,21.6,11.6,2.481
5/27/1993,0,22.6,10.7,1.897
5/28/1993,17.6,22.7,9.7,1.764
5/29/1993,4.8,20.8,11.5,2.639
5/30/1993,11.4,20.4,10,3.797
5/31/1993,1.6,18.5,11,4.096
6/1/1993,14.7,17,11.6,6.919
6/2/1993,1.4,20,9.5,4.407
6/3/1993,2.5,20.9,9.6,5.064
6/4/1993,11,19.5,12,8.474
6/5/1993,22.4,18.6,9.5,11.552
6/6/1993,10.2,20.6,10.3,4.407
6/7/1993,6.1,20,9.5,18.772
6/8/1993,1,20.5,10,14.534
6/9/1993,2,20,11.5,17.441
6/10/1993,8,21,11,18.546
6/11/1993,0,20.7,11.1,14.733
6/12/1993,3,20.4,11.2,18.1
6/13/1993,0.1,21.6,11,10.693
6/14/1993,0,21.5,10.5,7.89
6/15/1993,1.4,22,11.2,12.812
6/16/1993,0,22.5,10,8.774
6/17/1993,0,22.4,10.5,8.927
6/18/1993,0,22.1,10.7,4.621
6/19/1993,4.3,20,10.5,2.639
6/20/1993,13,20.7,9.5,2.72
6/21/1993,0,21.2,8,3.235
6/22/1993,15.7,22,11,3.235
6/23/1993,0,22.1,9.5,4.621
6/24/1993,0,21.2,10,6.267
6/25/1993,4.6,21.5,11.4,3.059
6/26/1993,0.7,20,10.7,3.059
6/27/1993,10.6,18.2,11.5,13.185
6/28/1993,2.1,20.6,9.5,8.179
6/29/1993,1.7,21,9.6,22.573
6/30/1993,0,21,9.7,38.483
7/1/1993,1,20.5,11.5,97.85
7/2/1993,6.2,19.5,11.2,31.29
7/3/1993,1.2,21.5,10.5,86.378
7/4/1993,15.6,20.5,10.5,97.312
7/5/1993,32.3,20,8,51.322
7/6/1993,9.6,18.5,9.5,38.154
7/7/1993,22.2,19,10.5,66.993
7/8/1993,11.8,19.6,10,75.655
7/9/1993,3.3,19.5,10,53.259
7/10/1993,14.6,21,10.6,44.66
7/11/1993,16.3,19.4,9.5,49.047
7/12/1993,9.1,19,9,34.632
7/13/1993,2.6,17.5,10.5,60.545
7/14/1993,18,17,10,56.034
7/15/1993,20,17.1,10.1,58.472
7/16/1993,8,17.4,10,62.657
7/17/1993,10.4,17.5,10,57.246
7/18/1993,11.5,17,10.5,63.083
7/19/1993,18.6,18,9.5,54.439
7/20/1993,35.5,18.1,9.6,73.785
7/21/1993,14.5,20,8.2,102.76
7/22/1993,15,19.6,11,177.475
7/23/1993,0.4,19.5,10.5,96.776
7/24/1993,9.9,19.2,10,93.591
7/25/1993,45.1,16,9.5,89.946
7/26/1993,0,17.7,9.2,266.448
7/27/1993,0,19.5,10.5,118.846
7/28/1993,12.2,19.6,11.6,86.378
7/29/1993,15,18.1,11.5,132.351
7/30/1993,33.3,18.5,10.4,157.483
7/31/1993,16.6,18.6,10.3,153.362
8/1/1993,6.4,18.3,9.5,197.166
8/2/1993,4.6,19,9,207.421
