Date,PRECP,TMAX,TMIN,DISCH
1/5/1996,0,22.5,7.6,10.032
1/6/1996,0,22.6,7.1,10.195
1/7/1996,0,19.6,8.5,10.693
1/8/1996,0.5,22.5,6.6,10.032
1/9/1996,0.4,24.4,8,9.236
1/10/1996,1.5,22.5,9,8.927
1/11/1996,0,22.2,8,8.474
1/12/1996,0,23,7.3,8.474
1/13/1996,0,22.8,7.5,8.179
1/14/1996,0,22.8,8,8.326
1/15/1996,0,22.2,8,8.927
1/16/1996,0,22,6.5,8.474
1/17/1996,0,22.6,7,8.034
1/18/1996,0,23.8,8,7.054
1/19/1996,1.4,23.2,9.5,6.786
1/20/1996,0,21.8,8.5,6.395
1/21/1996,0,23,9,6.016
1/22/1996,0,23.6,10,5.649
1/23/1996,0,23,9.5,4.73
1/24/1996,0,24,10,4.513
1/25/1996,0,22.8,8.5,4.73
1/26/1996,0,23.4,7.5,4.513
1/27/1996,0,22.6,7.2,4.513
1/28/1996,0,22.6,9.2,4.096
1/29/1996,0.5,21,9,4.513
1/30/1996,0,23.6,9.5,4.407
1/31/1996,0,23,9.5,4.302
2/1/1996,0,25.4,12,4.302
2/2/1996,0,23.6,10.5,4.302
2/3/1996,0,24.8,10.2,4.73
2/4/1996,0,24.6,9,4.513
2/5/1996,0,23,8,4.302
2/6/1996,0,23.4,9.2,4.302
2/7/1996,0.8,22.2,9.5,4.407
2/8/1996,0.2,23.6,10,4.302
2/9/1996,0,24.6,10.5,4.199
2/10/1996,0,24.2,10.8,4.096
2/11/1996,0,25,10.5,3.896
2/12/1996,0,24.8,8.5,3.701
2/13/1996,0,25.4,9,3.701
2/14/1996,0,25.2,9,3.701
2/15/1996,0,24.4,10,3.511
2/16/1996,0,24,9,3.511
2/17/1996,0,22.4,7.8,3.511
2/18/1996,0,24.4,8.5,3.511
2/19/1996,0,24,9.5,3.326
2/20/1996,0,24.8,10,3.146
2/21/1996,0,25.4,10.5,2.972
2/22/1996,0,26.4,10,3.326
2/23/1996,0,25.6,10.5,3.326
2/24/1996,0,25,10.5,3.146
2/25/1996,0,25,12.5,2.639
2/26/1996,0,25.2,11,2.481
2/27/1996,0.2,24,10,2.481
2/28/1996,0,24.2,10.5,2.403
2/29/1996,0,25.4,10.5,2.403
3/1/1996,0,24.8,14.5,2.481
3/2/1996,0,24.2,10.5,2.403
3/3/1996,0,26,11.5,2.481
3/4/1996,0,25.6,11.6,2.403
3/5/1996,4.5,25.2,11,2.327
3/6/1996,0,23.6,11.4,2.252
3/7/1996,0,25,10.5,2.252
3/8/1996,0,24.6,11,2.252
3/9/1996,0,25.6,13,2.179
3/10/1996,0,25.4,9,2.179
3/11/1996,0,26.6,10,2.327
3/12/1996,0,25.6,10.6,2.327
3/13/1996,0,27,12.5,2.179
3/14/1996,0,26.8,11,2.179
3/15/1996,0,26.8,10.5,2.327
3/16/1996,0,26.2,11.3,2.327
3/17/1996,0,26.6,11.4,2.179
3/18/1996,0,27,11,2.035
3/19/1996,0,25.4,11.6,2.179
3/20/1996,12,24.8,0,2.179
3/21/1996,0.3,22.4,8.8,2.035
3/22/1996,5.4,20.6,12,2.035
3/23/1996,0,18.4,10.5,2.035
3/24/1996,16,21.8,11.3,5.411
3/25/1996,9.6,19.4,10.1,8.474
3/26/1996,0,19.6,9.2,5.892
3/27/1996,0,21,8.2,17.879
3/28/1996,0,21.2,8.5,6.141
3/29/1996,0,24,11.7,4.73
3/30/1996,0,23.4,14,2.972
3/31/1996,1.6,24,12.5,2.481
4/1/1996,5.2,23.8,12.8,2.803
4/2/1996,0.6,23.4,12,2.481
4/3/1996,0,25,10,5.411
4/4/1996,0,24.2,10.5,4.952
4/5/1996,0,23.6,12.5,4.513
4/6/1996,0,22.6,10.5,3.701
4/7/1996,0,24.8,12.8,2.972
4/8/1996,0,23.8,13.1,2.639
4/9/1996,0,23,12,2.803
4/10/1996,0,24,12.3,2.639
4/11/1996,0,25,14,2.035
4/12/1996,0,25.6,12.8,1.83
4/13/1996,0,26.5,14,1.897
4/14/1996,0,24.8,13.6,1.636
4/15/1996,4.1,23.6,11.5,1.513
4/16/1996,0,25.4,11.2,1.636
4/17/1996,0,24.4,10.1,1.764
4/18/1996,0,24.6,13.6,1.636
4/19/1996,0,26.2,12.1,2.252
4/20/1996,0,23.6,12.4,1.966
4/21/1996,3.6,23,11.8,1.636
4/22/1996,0.2,23.2,10,1.396
4/23/1996,18.7,21,10.5,1.338
4/24/1996,0.1,21.1,11.5,1.897
4/25/1996,15.4,23.6,11.4,3.896
4/26/1996,1.4,21,10.5,6.395
4/27/1996,14.7,19.4,11,6.141
4/28/1996,24.2,20,11,8.624
4/29/1996,3.9,18.4,9.5,5.892
4/30/1996,0,22.4,8,13.374
5/1/1996,0,24.4,10.4,5.411
5/2/1996,0,24.8,11,4.513
5/3/1996,0,24,10.7,3.511
5/4/1996,0,25,10.4,3.146
5/5/1996,0,25,10.3,2.559
5/6/1996,0,24.4,10.5,3.326
5/7/1996,0.5,24.6,10,2.327
5/8/1996,6.9,21.6,13.1,2.179
5/9/1996,11,15.8,10.5,2.179
5/10/1996,17.7,14.5,10.8,1.764
5/11/1996,1.4,17.8,10.5,1.338
5/12/1996,0,20,10.5,8.474
5/13/1996,0,22.6,10.5,4.621
5/14/1996,0,20.6,12.5,2.972
5/15/1996,0.4,23,11.5,2.327
5/16/1996,4.2,20.1,12.3,2.179
5/17/1996,18,17.8,10.5,3.418
5/18/1996,20,19.6,10,5.649
5/19/1996,16.5,18,10.5,7.747
5/20/1996,8,20,10.6,24.094
5/21/1996,7.3,21.6,10.5,15.134
5/22/1996,0,22.4,10.5,19.687
5/23/1996,0.9,22.8,10.3,19.687
5/24/1996,8.8,21,11.6,7.747
5/25/1996,0,22.4,10.5,13.374
5/26/1996,0,20.6,12.4,7.19
5/27/1996,0,19.8,11,30.701
5/28/1996,0,21.6,11.1,11.552
5/29/1996,12.7,18.4,11.8,5.179
5/30/1996,2.8,19.6,9.6,6.655
5/31/1996,9,21.4,11,22.078
6/1/1996,0,21,10,11.377
6/2/1996,0,22.4,8.6,12.998
6/3/1996,3,20.2,8.3,4.199
6/4/1996,3,17.4,11.3,17.008
6/5/1996,15.2,17.8,10.6,4.513
6/6/1996,16,17.4,10,83.379
6/7/1996,17.3,18.2,10,51.706
6/8/1996,0,19.8,9.3,58.884
6/9/1996,0,19.6,10.7,40.15
6/10/1996,5.4,20.6,9,56.437
6/11/1996,18.2,19.6,10.1,83.875
6/12/1996,6.4,20,9.6,51.322
6/13/1996,18.8,20,9.4,114.709
6/14/1996,0,19.6,10.5,124.278
6/15/1996,9,18.6,10.8,53.651
6/16/1996,7,16.8,11.5,40.15
6/17/1996,0.7,18,11,58.884
6/18/1996,5.3,19.3,10.6,57.653
6/19/1996,8,21.1,9.4,45.736
6/20/1996,2.3,21,10,84.871
6/21/1996,6.1,22.1,9.6,30.701
6/22/1996,8.8,21.4,10.5,74.25
6/23/1996,19,19.8,11,70.12
6/24/1996,10.4,19.6,10.2,46.462
6/25/1996,8.5,18.6,10,142.653
6/26/1996,0.7,18.6,9.5,80.436
6/27/1996,0,20,10.2,50.939
6/28/1996,0,21.4,9.5,58.884
6/29/1996,0,23.4,10,43.597
6/30/1996,7.9,21.4,11.5,63.942
7/1/1996,9,21.4,9.5,43.597
7/2/1996,0,21.8,8.5,98.93
7/3/1996,7.3,20,10.5,80.436
7/4/1996,0.9,21.6,10,60.545
7/5/1996,4.7,20.6,12.1,49.422
7/6/1996,39.2,19,10,204.237
7/7/1996,8.7,17,10.5,148.626
7/8/1996,20.4,18.4,9.4,77.549
7/9/1996,2,18.8,10.5,147.288
7/10/1996,1,18.2,11,165.187
7/11/1996,8.6,18.2,11,89.946
7/12/1996,24.7,18.6,11,169.471
7/13/1996,1.3,16.2,10.5,278.44
7/14/1996,21.5,19.6,11,256.517
7/15/1996,6.2,19,9.5,245.036
7/16/1996,7.5,18.6,11.5,223.732
7/17/1996,13.3,18,10.5,226.235
7/18/1996,1.7,15.7,10,187.184
7/19/1996,8,17,10.4,119.443
7/20/1996,19.3,18.2,10.5,103.313
7/21/1996,8.5,17.6,9.6,102.208
7/22/1996,15.6,17.7,9.7,110.076
7/23/1996,6.5,18.6,9.6,95.176
7/24/1996,11.4,18.4,10.1,364.798
7/25/1996,4.1,17,9.9,364.798
7/26/1996,36.3,19.4,11,364.798
7/27/1996,23.9,19,8.6,261.006
7/28/1996,21,19,10,201.078
7/29/1996,8.9,18.6,9.5,175.273
7/30/1996,2.4,17.6,10.5,279.374
7/31/1996,5.5,19.2,11,284.068
8/1/1996,3,18.6,10.5,324.118
8/2/1996,10.9,21,11,207.421
8/3/1996,18.4,21.4,10,278.44
8/4/1996,14.3,19.9,10,247.661
8/5/1996,7.5,19.6,10.3,227.073
8/6/1996,26,19.2,10,102.208
8/7/1996,17.8,19,9.3,177.475
8/8/1996,33.2,18.4,9.5,200.293
8/9/1996,5.5,17.4,10.1,166.608
8/10/1996,12,17.4,10,235.537
8/11/1996,14.6,18.2,9.9,185.673
8/12/1996,0,19,8.8,236.392
8/13/1996,0,19.6,11,98.389
8/14/1996,18.3,19.2,11.5,252.955
8/15/1996,10.6,18.4,9,240.694
8/16/1996,4,19.4,10,168.036
8/17/1996,0.7,19.6,10.1,143.31
8/18/1996,4.5,20.4,10.4,195.613
8/19/1996,44,18.4,10.5,123.669
8/20/1996,31.8,17.2,9.8,120.643
8/21/1996,14.3,16.6,9.5,364.798
8/22/1996,8.1,18.4,10.3,272.871
8/23/1996,13.2,18.4,10,215.496
8/24/1996,16,16.4,10.6,236.392
8/25/1996,3.2,19.8,9.3,238.968
8/26/1996,9.5,19.9,10,160.262
8/27/1996,6,20.2,10.2,126.734
8/28/1996,5.1,19.2,10,118.25
8/29/1996,1.9,19.4,10.5,199.509
8/30/1996,18.1,19.6,9.2,172.359
8/31/1996,1.5,20,9.6,212.246
9/1/1996,12.3,20.8,11,235.537
9/2/1996,15.6,18,9.5,178.212
9/3/1996,0.8,19.2,9.9,127.352
9/4/1996,1.8,19,10,111.225
9/5/1996,22.6,20.6,10.5,98.93
9/6/1996,0.2,19.4,10,226.235
9/7/1996,1.2,20.6,9.1,187.184
9/8/1996,2.1,20.4,9.2,162.363
9/9/1996,9.1,21.4,9.1,108.364
9/10/1996,0.5,20.8,8.5,131.72
9/11/1996,9.5,20.4,10,129.214
9/12/1996,44.6,18.2,9.5,111.225
9/13/1996,7.5,18,8.5,78.986
9/14/1996,0.1,20,9.5,190.227
9/15/1996,0.1,21.6,9.5,110.076
9/16/1996,0,20.8,9.6,93.591
9/17/1996,0,21.8,9.5,77.549
9/18/1996,0,21.9,8.8,63.942
9/19/1996,1.6,21.2,10.9,53.259
9/20/1996,0.2,21.8,9.1,64.806
9/21/1996,0,21,10.5,58.884
9/22/1996,10.3,21.9,9.5,49.422
9/23/1996,0.1,20.4,8.3,43.95
9/24/1996,0.1,19.2,10,54.044
9/25/1996,2.5,21,8.5,39.479
9/26/1996,0,21,8.5,51.706
9/27/1996,0,20,9.1,45.017
9/28/1996,12.6,22.4,10,63.942
9/29/1996,0,23.4,8.5,63.083
9/30/1996,0,20,9.1,52.092
10/1/1996,17.1,20.4,12,42.2
10/2/1996,3.9,21.2,9,63.083
10/3/1996,2.6,20.4,9.5,55.633
10/4/1996,0,20.2,11,46.098
10/5/1996,3.4,22,8.5,36.211
10/6/1996,0.2,20.6,8.7,68.324
10/7/1996,0,20.8,8,49.422
10/8/1996,1.5,21.2,8.5,32.485
10/9/1996,0.7,21,7.5,49.422
10/10/1996,0.1,22,6.9,62.231
10/11/1996,0,21.4,8,56.034
10/12/1996,0,21.5,7.5,40.488
10/13/1996,0,22.1,7.5,28.971
10/14/1996,0,21.4,7.4,32.485
10/15/1996,0,21.9,7.5,33.703
10/16/1996,0,22.9,7.5,31.29
10/17/1996,0,23.2,9.9,29.542
10/18/1996,0,22.6,7.5,29.542
10/19/1996,1.1,21.4,8,30.118
10/20/1996,0,21.2,8.1,29.542
10/21/1996,0,22.4,7,29.542
10/22/1996,0,22.2,8,30.118
10/23/1996,0,22.4,7.5,29.542
10/24/1996,0,23.4,8.6,28.405
10/25/1996,0,22.8,8,27.293
10/26/1996,0,23.2,7.5,26.473
10/27/1996,0,22.4,7.5,25.137
10/28/1996,0,20.4,7.5,25.667
10/29/1996,0,21.8,9,25.667
10/30/1996,0,22,7,25.667
10/31/1996,0,21.8,7.5,25.667
11/1/1996,0,22,6.5,25.667
11/2/1996,0,21.2,7,25.667
11/3/1996,0,20.6,11,25.137
11/4/1996,0,21.8,11,24.613
11/5/1996,0,22.2,8.5,24.094
11/6/1996,0,22.1,8,10.526
11/7/1996,0,22.9,8.5,23.581
11/8/1996,0,22.1,8.6,22.573
11/9/1996,0,21.6,7,22.823
11/10/1996,0,22.6,7,23.074
11/11/1996,0,21.4,8,23.074
11/12/1996,0,22.2,8.1,22.573
11/13/1996,0,22.3,8.5,21.832
11/14/1996,0,21.9,9,20.865
11/15/1996,15.6,20.4,9,20.626
11/16/1996,0,17.4,8.6,20.626
11/17/1996,11.8,19.9,9.4,21.588
11/18/1996,7.9,17,9.4,22.078
11/19/1996,0,18.4,7.4,23.074
11/20/1996,0.1,22,8.5,23.581
11/21/1996,7.4,22.9,10,23.837
11/22/1996,0,20,7.9,22.573
11/23/1996,17.9,19.6,8.4,22.078
11/24/1996,0.5,20,8,21.832
11/25/1996,15,18.6,11,21.104
11/26/1996,0,21,8.5,20.865
11/27/1996,0,20.6,8.5,21.104
11/28/1996,0,20.4,7.5,21.832
11/29/1996,0,21.8,7.5,20.626
11/30/1996,0,21.6,7.5,20.626
12/1/1996,0,22.6,7,18.772
12/2/1996,0,21.6,8.5,18.546
12/3/1996,0,20.4,8,18.772
12/4/1996,0,20.4,7.5,18.322
12/5/1996,0,20.2,7.6,18.322
12/6/1996,0,22,6.6,17.659
12/7/1996,0,21.4,8,16.794
12/8/1996,0,22.3,8.1,16.582
12/9/1996,0,21.6,7.5,16.582
12/10/1996,0,22.4,7.2,16.582
12/11/1996,0,22,7.1,16.161
12/12/1996,0,21.9,7.6,15.746
12/13/1996,0,21.2,7,15.746
12/14/1996,0,21,7.5,15.746
12/15/1996,0,22,6.6,15.808
12/16/1996,0,21.6,7,14.932
12/17/1996,0,21,7.4,14.733
12/18/1996,0,22.4,8,14.534
12/19/1996,0,22.9,7.9,14.142
12/20/1996,0,21.6,7.6,14.534
12/21/1996,0,22.4,7.5,14.142
12/22/1996,0,21.4,7.8,13.948
12/23/1996,0,22.4,7,13.755
12/24/1996,0,21.4,9,13.374
12/25/1996,0,21,8.5,12.998
12/26/1996,0,20.9,10,12.998
12/27/1996,0,22.1,7,12.264
12/28/1996,4.4,21,8.5,12.445
12/29/1996,0,20.4,8.6,12.445
12/30/1996,0,23,8.7,12.445
12/31/1996,0,22.2,7.6,12.628
1/1/1997,0,22.4,8.2,12.264
1/2/1997,0,22.8,7.4,12.264
1/3/1997,0,23.4,7.6,12.264
1/4/1997,0,23.1,8,12.628
1/5/1997,0,23,7.8,12.264
1/6/1997,0,24,7.4,11.905
1/7/1997,0,22.4,8.4,11.728
1/8/1997,0,22,8,11.728
1/9/1997,0,22,8,11.728
1/10/1997,0,21,8.4,11.552
1/11/1997,0,21.6,9,11.377
1/12/1997,0,22,9,11.204
1/13/1997,0,21.6,11,11.204
1/14/1997,0,21.7,8.5,10.862
1/15/1997,0,22,9,10.862
1/16/1997,0,22.8,8.6,10.693
1/17/1997,0,22.4,7.2,10.693
1/18/1997,0,20.6,6.5,10.526
1/19/1997,0,19.2,10.3,10.195
1/20/1997,0,21.6,7.9,10.195
1/21/1997,0,21,10,10.526
1/22/1997,0,20.2,7,10.36
1/23/1997,0,22,6.1,10.195
1/24/1997,0,20.8,6,9.709
1/25/1997,0,21.8,6,9.709
1/26/1997,0,22.4,6.5,9.392
1/27/1997,0,21.4,7.6,9.236
1/28/1997,0,21.6,9.5,9.08
1/29/1997,3.4,22.2,7.5,9.236
1/30/1997,0,23,9.5,9.236
1/31/1997,0,22.2,7.8,9.236
2/1/1997,0,22.8,8.5,9.236
2/2/1997,0,23.8,8.5,9.08
2/3/1997,0,22.4,6.8,8.927
2/4/1997,0,22.6,9,8.927
2/5/1997,0,22.4,8.5,8.927
2/6/1997,0,23,8.2,8.927
2/7/1997,0,22.6,8.6,8.624
2/8/1997,0,23.4,8.2,8.624
2/9/1997,0,22.8,8,8.474
2/10/1997,0,22.6,8.5,8.326
2/11/1997,0,23.2,7.5,8.326
2/12/1997,0,21.8,8,8.179
2/13/1997,0,23.2,7.5,8.179
2/14/1997,0,23,8.6,8.179
2/15/1997,0,22,7.6,8.034
2/16/1997,0,24,8,7.747
2/17/1997,0,24,7.8,7.747
2/18/1997,0,24,9,7.606
2/19/1997,0,25,8.5,7.606
2/20/1997,0,24.8,9,7.466
2/21/1997,0,25,9.6,7.327
2/22/1997,0,25.4,9.2,7.19
2/23/1997,0,24.8,8.4,7.19
2/24/1997,0,24.2,9.5,7.19
2/25/1997,0,24.8,9,7.19
2/26/1997,0,23.4,9.2,6.919
2/27/1997,0,22.4,10,6.919
2/28/1997,0,24.2,10.2,6.786
3/1/1997,3.3,22,10.2,6.524
3/2/1997,0.7,23.2,11.5,6.395
3/3/1997,0,24.8,12,6.524
3/4/1997,0,25.2,10,6.395
3/5/1997,0,25,10,6.395
3/6/1997,0,26,11,6.395
3/7/1997,0,23.4,13,6.267
3/8/1997,0,25.6,11.3,6.395
3/9/1997,0,24.8,13.5,6.141
3/10/1997,7.4,25,12,6.016
3/11/1997,2.4,24.4,12,6.016
3/12/1997,0,23,11.8,5.892
3/13/1997,0,24.4,10,5.892
3/14/1997,0,25.2,10.2,6.016
3/15/1997,0,25.4,11.8,6.786
3/16/1997,0,23.4,10.8,6.786
3/17/1997,7.5,22.4,14.5,6.395
3/18/1997,45.6,28.4,11,6.141
3/19/1997,1.7,21.6,9.5,6.141
3/20/1997,3.1,24,11,9.236
3/21/1997,2,23.6,11.4,9.236
3/22/1997,0,23,11,10.032
3/23/1997,0,22.2,12,8.774
3/24/1997,0,24,10,8.179
3/25/1997,0,23.8,10,6.919
3/26/1997,0,22.6,10.2,6.395
3/27/1997,0,23.6,,5.892
3/28/1997,0,24.6,10,5.649
3/29/1997,0,24.6,10,5.411
3/30/1997,0,24.2,8.5,5.179
3/31/1997,0,24.6,9,5.179
4/1/1997,0,25,10,5.064
4/2/1997,0,25.2,11,4.73
4/3/1997,0,24.8,12,4.73
4/4/1997,0,23.2,10.5,4.513
4/5/1997,0,22,11.5,4.302
4/6/1997,0,21,12,4.952
4/7/1997,11.9,21,10,5.649
4/8/1997,0.3,19,9,6.016
4/9/1997,15.7,21.2,9.5,8.034
4/10/1997,4.3,21.2,9,7.747
4/11/1997,0,23,9.5,11.033
4/12/1997,0,23.6,11.5,8.927
4/13/1997,0,24,11,5.294
4/14/1997,0,22.6,11,6.524
4/15/1997,0,22.4,10.5,6.141
4/16/1997,0,24.6,11.5,5.892
4/17/1997,0,25,10,5.649
4/18/1997,0,24.4,10.5,5.649
4/19/1997,0,22.8,11.5,5.411
4/20/1997,0,22.6,11.4,5.179
4/21/1997,0,22.9,11.5,4.73
4/22/1997,0,23.4,9.5,2.559
4/23/1997,0,24,10.5,2.803
4/24/1997,0,24,12,2.481
4/25/1997,0,24.4,10.5,2.327
4/26/1997,1.7,24,11.4,2.179
4/27/1997,6.1,19.8,12.4,2.327
4/28/1997,0,22.2,11.4,2.179
4/29/1997,3.1,24,11,2.639
4/30/1997,0,23.2,11.8,3.605
5/1/1997,0,24.8,10,3.511
5/2/1997,0,24,11.5,3.701
5/3/1997,0,25.6,10,3.511
5/4/1997,0,24,11.5,2.972
5/5/1997,0.3,24.8,12.5,2.803
5/6/1997,8.1,24.8,11.5,4.199
5/7/1997,0,23,10.4,3.797
5/8/1997,1.3,22.4,10,2.972
5/9/1997,0,22,11.5,3.326
5/10/1997,0,21,11.2,3.511
5/11/1997,3,21.6,12.5,3.326
5/12/1997,0,22,10,3.896
5/13/1997,1.1,20,12,3.326
5/14/1997,0,21.8,9,2.972
5/15/1997,3,23,9,2.803
5/16/1997,7.7,21,9.4,7.054
5/17/1997,29.5,21.4,9.2,5.77
5/18/1997,13.5,20,8.5,6.919
5/19/1997,37.8,20,10.5,15.746
5/20/1997,2.3,21,8.5,21.588
5/21/1997,0,21,11.5,14.534
5/22/1997,0,20.8,11.5,12.264
5/23/1997,0,22.2,10.5,9.709
5/24/1997,0.6,22,9.5,7.89
5/25/1997,0,22.8,11,6.395
5/26/1997,44.4,21.8,11.5,5.179
5/27/1997,0,21,9,5.529
5/28/1997,0,23,11,4.952
5/29/1997,27,21.6,13,4.513
5/30/1997,18,19,10,13.948
5/31/1997,0,18.6,10,41.855
6/1/1997,1.8,19,10,10.36
6/2/1997,4.5,19.2,10,17.879
6/3/1997,12.6,22,9.2,11.204
6/4/1997,5.2,22.2,10.4,9.08
6/5/1997,13.5,20.2,12,17.879
6/6/1997,1.8,21.6,11,24.094
6/7/1997,14.8,20,9.5,31.884
6/8/1997,3.5,21.2,10,27.293
6/9/1997,0,20.2,10.5,22.573
6/10/1997,8.9,21.6,10.5,20.626
6/11/1997,0,22,10.6,18.322
6/12/1997,0,21.8,10.5,13.374
6/13/1997,0,23,10.5,21.588
6/14/1997,6.9,21,11.5,20.154
6/15/1997,6.9,18.6,11.5,22.823
6/16/1997,3.7,21.6,9.6,19.687
6/17/1997,1,21.6,9.5,16.161
6/18/1997,23,21.6,10.4,12.264
6/19/1997,11.2,20,10,48.673
6/20/1997,2,20.4,11.5,30.701
6/21/1997,0,20,11,123.06
6/22/1997,1.5,21.6,11.2,123.06
6/23/1997,18,21.4,11,97.85
6/24/1997,18.4,20.2,10.5,85.372
6/25/1997,5.5,19,11.5,68.324
6/26/1997,18.6,20.8,10.6,168.753
6/27/1997,7.2,19.1,11,87.898
6/28/1997,8.1,19.2,11,110.076
6/29/1997,0,19.6,9.2,93.591
6/30/1997,16.5,20.4,9.6,76.599
7/1/1997,27.4,16.8,10.5,65.24
7/2/1997,19.2,16.4,11,127.971
7/3/1997,73.1,17,10,127.352
7/4/1997,4.5,18,9.6,103.868
7/5/1997,6.6,16,10.5,85.874
7/6/1997,11,19,10.5,101.658
7/7/1997,45.6,17,10.2,79.468
7/8/1997,17.4,17,10.4,113.541
7/9/1997,0,17.1,10,66.993
7/10/1997,29.3,18.4,11,62.657
7/11/1997,10.9,16,9.6,101.109
7/12/1997,1.3,16.4,11,73.785
7/13/1997,18.7,18,10.6,86.378
7/14/1997,18.2,16.8,10.4,96.776
7/15/1997,8.7,18,10,100.016
7/16/1997,10.5,19.1,10.3,90.462
7/17/1997,29.8,17.8,10.4,266.448
7/18/1997,20.3,17,11.5,225.399
7/19/1997,11.8,17.6,9.9,268.275
7/20/1997,0.3,18.4,10.2,274.72
7/21/1997,6,19.8,10.5,247.661
7/22/1997,15.8,18.4,9,222.072
7/23/1997,3.2,19.4,10,272.871
7/24/1997,6,19,10.5,222.072
7/25/1997,18.4,19,9,179.691
7/26/1997,5.2,19.4,9.5,152.68
7/27/1997,16.3,20,12.5,143.31
7/28/1997,0,20.6,9,152.68
7/29/1997,4.5,21.8,12.6,93.591
7/30/1997,6.4,21.4,11,78.505
7/31/1997,3.3,20.6,11.5,136.808
8/1/1997,4.8,19.6,11.6,92.02
8/2/1997,86.2,19.4,11.7,170.912
8/3/1997,15.2,19.6,9.6,155.415
8/4/1997,2.7,19.1,10,133.616
8/5/1997,25,18.8,11,151.323
8/6/1997,23.1,18.6,10.1,223.732
8/7/1997,41.3,19.8,10,193.295
8/8/1997,1.6,20.1,9.7,160.262
8/9/1997,25.8,18.4,9.5,182.669
8/10/1997,9.6,17.8,10.8,154.044
8/11/1997,7.6,17.2,11.2,140.039
8/12/1997,13.3,19.8,10.5,232.981
8/13/1997,3.3,19.9,10.1,227.073
8/14/1997,22.7,20,11,211.438
8/15/1997,6.5,19.4,10.5,261.006
8/16/1997,1.8,19.8,11.5,245.909
8/17/1997,29.8,19.4,11,216.312
8/18/1997,12,17.4,9.5,175.273
8/19/1997,4.2,19,10,131.72
8/20/1997,16,18.2,9,130.464
8/21/1997,23.6,19.8,9.2,118.25
8/22/1997,9.5,19.2,8.6,92.02
8/23/1997,3.3,17.8,11,75.655
8/24/1997,1.6,20.8,10.6,112.38
8/25/1997,2.3,20.8,10.1,105.542
8/26/1997,8.1,20,11.4,92.542
8/27/1997,5.8,17,9.6,89.432
8/28/1997,0.5,19.2,10.6,90.98
8/29/1997,4.4,19.6,9.6,96.776
8/30/1997,0.2,20.2,9.4,87.898
8/31/1997,7.2,21,10,110.076
9/1/1997,3,20.4,9.1,173.813
9/2/1997,10.1,20.6,9,135.526
9/3/1997,10,21,8.6,107.796
9/4/1997,11.1,20.4,9.1,107.796
9/5/1997,7.4,20.4,9,106.666
9/6/1997,1,20,9.3,88.408
9/7/1997,0,21.6,10.4,100.016
9/8/1997,2,22,10.5,77.549
9/9/1997,4.4,22.4,11.8,88.919
9/10/1997,0.6,22.4,11.1,82.392
9/11/1997,0.8,20,10.5,73.785
9/12/1997,2.5,21.6,10,60.964
9/13/1997,0.5,21.4,10.4,53.651
9/14/1997,0,20.8,10,60.545
9/15/1997,20.3,21.4,10.3,62.231
9/16/1997,0.7,21.2,9,112.38
9/17/1997,0.3,22.4,10.9,112.38
9/18/1997,0,22.6,10,94.118
9/19/1997,0,22,10.1,70.12
9/20/1997,45.5,22.4,9,53.651
9/21/1997,3.4,20.8,7,107.796
9/22/1997,14,21.8,8.5,85.372
9/23/1997,24.4,21.6,9.5,60.964
9/24/1997,0,22.4,9.6,54.044
9/25/1997,0,22.2,9.5,47.193
9/26/1997,2.1,22.6,12,54.836
9/27/1997,23,20.8,12.3,47.93
9/28/1997,0.3,19.8,10.1,44.304
9/29/1997,4,22,9.4,40.15
9/30/1997,5.6,21.6,9.6,36.211
10/1/1997,2,22.2,9,36.211
10/2/1997,4.1,21.4,9.5,37.826
10/3/1997,0,22.8,8.1,38.813
10/4/1997,0,22.4,7.6,38.154
10/5/1997,0,22.2,8.1,34.945
10/6/1997,0,22.3,8.5,32.184
10/7/1997,1,22.8,8.6,35.575
10/8/1997,6.2,18.6,8.5,46.826
10/9/1997,3.2,22.4,8.5,98.93
10/10/1997,0,21,10.4,87.389
10/11/1997,0,21.9,7.5,76.599
10/12/1997,0,22.4,7.9,55.633
10/13/1997,0,23,7.6,24.613
10/14/1997,0,23,9.5,20.626
10/15/1997,0,23.2,9.4,25.137
10/16/1997,1,19,10,18.322
10/17/1997,4.3,20.4,10,32.787
10/18/1997,23,16.8,11,38.154
10/19/1997,63.5,19,10.6,33.703
10/20/1997,8,19.6,10.5,32.485
10/21/1997,9.3,19.9,10,77.073
10/22/1997,104.3,18,8.5,81.411
10/23/1997,0.4,19,9.6,89.432
10/24/1997,4.9,19.2,10.2,85.372
10/25/1997,8.7,23,9,76.126
10/26/1997,13,21.6,10,103.313
10/27/1997,0,21.9,7.5,92.542
10/28/1997,14,21,8.4,78.986
10/29/1997,25.3,19.6,9,96.776
10/30/1997,8.3,20,9.5,87.389
10/31/1997,0.5,20.8,9.9,124.278
11/1/1997,0,22.2,9.4,76.126
11/2/1997,0,22,8.5,111.225
11/3/1997,0,21.4,8.2,80.923
11/4/1997,0,21.8,8.5,52.479
11/5/1997,0,23.2,8.5,45.736
11/6/1997,0,22.2,8,41.511
11/7/1997,0,21.8,8.5,57.246
11/8/1997,0,21,9.4,45.736
11/9/1997,0,21.6,8.4,96.241
11/10/1997,0,21.6,8,74.717
11/11/1997,0,21.2,8.2,64.806
11/12/1997,0,21.2,8.5,49.047
11/13/1997,0,21.3,7.8,39.479
