date,PRECP,DISCH,SEDM
2/28/2010,0.116033333,7.55974228,109.4656076
3/31/2010,0.232066667,3.969260583,58.24448424
4/30/2010,0.3481,0.3481,7.383141016
5/31/2010,0.3481,0.3481,9.200421517
6/30/2010,3.349844444,15.06479943,479.0655839
7/31/2010,6.172369696,48.18294016,19510.32649
8/31/2010,8.68505852,78.16878738,28414.63916
9/30/2010,6.916169631,82.75052888,32633.78671
10/31/2010,5.167401978,62.05481232,13863.18302
11/30/2010,3.4081594,41.2290662,5120.283255
12/31/2010,3.105465903,33.58586534,599.5486026
1/31/2011,2.746575162,29.80010697,462.2208429
2/28/2011,1.993128917,20.64000587,298.9906551
3/31/2011,1.725615932,15.28451295,270.6543187
4/30/2011,1.010749074,6.64784715,147.3248634
5/31/2011,1.614013986,11.385767,291.4916131
6/30/2011,1.976849024,17.1202184,535.9737518
7/31/2011,2.278019991,34.23934092,10404.02593
8/31/2011,2.471624971,52.11538678,15499.38055
9/30/2011,1.53344086,55.28147505,18813.63304
10/31/2011,1.784005471,45.3817641,9096.773011
11/30/2011,1.079991134,32.03591802,4022.402044
12/31/2011,1.633303226,25.40363324,447.1936587
1/31/2012,0.965534314,19.20100154,309.2326274
2/29/2012,0.872678759,9.932881921,144.0822263
3/31/2012,0.196678495,2.143330416,37.9066605
4/30/2012,0.293345161,1.840328315,43.97081238
5/31/2012,1.110645161,2.749510036,73.10420193
6/30/2012,4.785555557,3.766526165,114.1181341
7/31/2012,9.33297491,33.90648622,17829.17941
8/31/2012,11.9125448,63.59285064,24879.99781
9/30/2012,8.414767024,73.80958342,27749.95296
10/31/2012,4.039498209,43.97446903,10036.33152
11/30/2012,0.80437276,16.09486451,3005.054001
12/31/2012,0.662628315,4.082665071,75.89915968
1/31/2013,0.509844444,3.064041624,53.70390505
2/28/2013,0.3481,0.3481,5.02963285
3/31/2013,0.3481,0.3481,5.923001257
4/30/2013,0.3481,0.3481,7.383141016
5/31/2013,0.3481,0.3481,9.200421517
6/30/2013,3.350955556,12.2409723,389.1228492
7/31/2013,7.654277062,45.27162221,19370.27464
8/31/2013,10.88017921,78.52410734,27061.05866
9/30/2013,10.44129032,88.45608423,31980.66624
10/31/2013,8.185376344,73.22700858,13373.34244
11/30/2013,5.260107527,45.87254341,5785.982278
12/31/2013,2.580107527,25.70707631,509.6442085
1/31/2014,0.416666667,8.587537194,144.2106772
2/28/2014,0.116033333,2.689517231,38.96954022
3/31/2014,0.788076344,1.937052062,35.92373003
4/30/2014,0.904109677,1.255016915,27.52926944
5/31/2014,2.874097849,10.51298736,307.499668
6/30/2014,2.705272123,12.43626581,378.6173818
7/31/2014,6.277410833,37.33647047,14703.17301
8/31/2014,7.533324811,58.64741974,20820.03741
9/30/2014,9.202329749,76.25914921,25694.11403
10/31/2014,6.524910394,66.09615666,11678.91594
11/30/2014,3.288530466,41.71505757,5392.473975
12/31/2014,1.930443826,30.21580798,556.0397174
1/31/2015,0.919691138,17.21490194,270.309606
2/28/2015,0.930168915,11.0270813,159.9167683
3/31/2015,0.232066667,2.084406067,31.01056814
4/30/2015,0.3481,0.3481,7.383141016
5/31/2015,1.570776344,7.932247127,237.0639887
6/30/2015,3.6936319,25.34206625,792.708676
7/31/2015,5.550716846,47.50031414,13546.8478
8/31/2015,8.674372759,75.07608918,24151.38652
9/30/2015,8.696594981,79.0109324,29946.35517
10/31/2015,7.922401432,65.35536246,17370.40656
11/30/2015,4.382258065,40.23937346,6715.128805
12/31/2015,2.723297491,31.41353296,545.3280943
1/31/2016,1.52437276,25.5763984,404.1913797
2/29/2016,0.718183871,15.53246523,225.2495709
3/31/2016,0.232066667,3.013643392,44.43694727
4/30/2016,0.487622222,3.631217853,96.13439104
5/31/2016,1.597395341,16.18369459,475.0873043
6/30/2016,3.786917563,34.30802914,1053.490279
7/31/2016,7.525985664,66.73785665,19136.20295
8/31/2016,10.56899642,90.88161128,31827.06455
9/30/2016,10.06899642,94.38050763,36499.46967
10/31/2016,6.939964157,74.4108589,18658.53008
11/30/2016,3.877209307,65.76390531,6087.733059
12/31/2016,2.071653751,51.13444752,937.5435833
1/31/2017,1.206062353,38.04541864,643.9101365
2/28/2017,0.116033333,9.996140859,144.8926462
3/31/2017,0.126786022,4.438958065,76.1862486
4/30/2017,0.821230466,5.828523656,148.6107383
5/31/2017,2.242831541,12.28969462,344.5520831
6/30/2017,3.426523297,17.34667097,520.5870625
7/31/2017,7.601971326,75.33583657,18397.41655
8/31/2017,10.03637993,104.3289196,26401.77075
9/30/2017,12.46971326,125.4670977,32896.61457
10/31/2017,9.336379926,80.15378159,15261.53602
11/30/2017,5.969892472,51.37688315,7180.335629
12/31/2017,2.342114695,27.04839537,524.5967725
